,SMILES,SMILES_opp,TR/TE,F/L_class,@/@@_class,R/S_class
695,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)ccc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(Cl)ccc2N1S(C)(=O)=O,TR,L,@,S
696,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)c(Cl)cc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)c(Cl)cc2N1S(C)(=O)=O,TR,F,@@,R
697,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)c(Cl)cc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)c(Cl)cc2N1S(C)(=O)=O,TR,L,@,S
698,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2N1S(C)(=O)=O,TR,F,@@,R
699,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2N1S(C)(=O)=O,TR,L,@,S
700,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2O1,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2O1,TR,L,@@,R
701,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2O1,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc(F)ccc2O1,TR,F,@,S
702,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc3ccccc3cc2O1,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc3ccccc3cc2O1,TR,F,@@,R
703,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc3ccccc3cc2O1,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2cc3ccccc3cc2O1,TR,L,@,S
704,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(Cl)cc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(Cl)cc2N1S(C)(=O)=O,TR,F,@@,R
705,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(Cl)cc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(Cl)cc2N1S(C)(=O)=O,TR,L,@,S
706,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2N1S(C)(=O)=O,TR,F,@@,R
707,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2N1S(C)(=O)=O,TR,L,@,S
708,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2O1,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2O1,TR,F,@@,R
709,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2O1,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(F)cc2O1,TR,L,@,S
710,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(OC)cc2O1,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(OC)cc2O1,TR,L,@@,R
711,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(OC)cc2O1,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccc(OC)cc2O1,TR,F,@,S
712,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccccc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccccc2N1S(C)(=O)=O,TR,F,@@,R
713,C=C[C@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccccc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)c2ccccc2N1S(C)(=O)=O,TR,L,@,S
714,C=C[C@@H]1CN(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2N1S(C)(=O)=O,C=C[C@H]1CN(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2N1S(C)(=O)=O,TR,F,@@,R
715,C=C[C@H]1CN(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2N1S(C)(=O)=O,C=C[C@@H]1CN(S(=O)(=O)c2ccccc2)C(=O)c2ccccc2N1S(C)(=O)=O,TR,L,@,S
716,C=CC[C@@H](C#Cc1ccccc1)c1ccccc1,C=CC[C@H](C#Cc1ccccc1)c1ccccc1,TR,L,@@,R
717,C=CC[C@H](C#Cc1ccccc1)c1ccccc1,C=CC[C@@H](C#Cc1ccccc1)c1ccccc1,TR,F,@,S
718,C=CC[C@@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,C=CC[C@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,TR,L,@@,S
719,C=CC[C@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,C=CC[C@@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,TR,F,@,R
720,C=CC[C@H](N=C(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1,C=CC[C@@H](N=C(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1,TR,L,@,S
721,C=CC[C@@H](N=C(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1,C=CC[C@H](N=C(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1,TR,F,@@,R
722,C=CC[C@@](O)(CO)CSc1nc2ccccc2s1,C=CC[C@](O)(CO)CSc1nc2ccccc2s1,TR,L,@@,R
723,C=CC[C@](O)(CO)CSc1nc2ccccc2s1,C=CC[C@@](O)(CO)CSc1nc2ccccc2s1,TR,F,@,S
724,C=CC[C@H](O)C=Cc1ccccc1,C=CC[C@@H](O)C=Cc1ccccc1,TR,F,@,S
725,C=CC[C@@H](O)C=Cc1ccccc1,C=CC[C@H](O)C=Cc1ccccc1,TR,L,@@,R
726,C=CC[C@H](O)c1ccc(C(F)(F)F)cc1,C=CC[C@@H](O)c1ccc(C(F)(F)F)cc1,TR,F,@,S
727,C=CC[C@@H](O)c1ccc(C(F)(F)F)cc1,C=CC[C@H](O)c1ccc(C(F)(F)F)cc1,TR,L,@@,R
728,C=CC[C@H](O)c1ccc(C)cc1,C=CC[C@@H](O)c1ccc(C)cc1,TR,F,@,S
729,C=CC[C@@H](O)c1ccc(C)cc1,C=CC[C@H](O)c1ccc(C)cc1,TR,L,@@,R
730,C=CC[C@H](O)c1ccc(Cl)cc1,C=CC[C@@H](O)c1ccc(Cl)cc1,TR,F,@,S
731,C=CC[C@@H](O)c1ccc(Cl)cc1,C=CC[C@H](O)c1ccc(Cl)cc1,TR,L,@@,R
732,C=CC[C@H](O)c1ccccc1C,C=CC[C@@H](O)c1ccccc1C,TR,F,@,S
733,C=CC[C@@H](O)c1ccccc1C,C=CC[C@H](O)c1ccccc1C,TR,L,@@,R
734,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(Cl)cccc21,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(Cl)cccc21,TR,F,@,S
735,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(Cl)cccc21,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(Cl)cccc21,TR,L,@@,R
736,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(F)cccc21,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(F)cccc21,TR,F,@,S
737,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(F)cccc21,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(F)cccc21,TR,L,@@,R
738,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(OC(F)(F)F)cccc21,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(OC(F)(F)F)cccc21,TR,F,@,S
739,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c(OC(F)(F)F)cccc21,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c(OC(F)(F)F)cccc21,TR,L,@@,R
740,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc(Cl)c2F,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc(Cl)c2F,TR,F,@,S
741,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc(Cl)c2F,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc(Cl)c2F,TR,L,@@,R
742,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc1ccccc21,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc1ccccc21,TR,F,@,S
743,C=CC[C@@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc1ccccc21,C=CC[C@]1(C(=O)OCC)NS(=O)(=O)c2c1ccc1ccccc21,TR,L,@@,R
744,C=CC[C@@]1(C)CN(Cc2ccccc2)C(=O)c2ccccc21,C=CC[C@]1(C)CN(Cc2ccccc2)C(=O)c2ccccc21,TR,F,@@,R
745,C=CC[C@]1(C)CN(Cc2ccccc2)C(=O)c2ccccc21,C=CC[C@@]1(C)CN(Cc2ccccc2)C(=O)c2ccccc21,TR,L,@,S
746,C=CC[C@]1(CC)NS(=O)(=O)c2ccccc21,C=CC[C@@]1(CC)NS(=O)(=O)c2ccccc21,TR,L,@,S
747,C=CC[C@@]1(CC)NS(=O)(=O)c2ccccc21,C=CC[C@]1(CC)NS(=O)(=O)c2ccccc21,TR,F,@@,R
748,C=CCC1(CC=C)CO[C@@](C)(CO)CO1,C=CCC1(CC=C)CO[C@](C)(CO)CO1,TR,L,@@,S
749,C=CCC1(CC=C)CO[C@](C)(CO)CO1,C=CCC1(CC=C)CO[C@@](C)(CO)CO1,TR,F,@,R
750,C=CC[C@]1(CCC)NS(=O)(=O)c2ccccc21,C=CC[C@@]1(CCC)NS(=O)(=O)c2ccccc21,TR,F,@,S
751,C=CC[C@@]1(CCC)NS(=O)(=O)c2ccccc21,C=CC[C@]1(CCC)NS(=O)(=O)c2ccccc21,TR,L,@@,R
752,C=CC[C@]1(CCCC)NS(=O)(=O)c2ccccc21,C=CC[C@@]1(CCCC)NS(=O)(=O)c2ccccc21,TR,F,@,S
753,C=CC[C@@]1(CCCC)NS(=O)(=O)c2ccccc21,C=CC[C@]1(CCCC)NS(=O)(=O)c2ccccc21,TR,L,@@,R
754,C=CC[C@]1(CO)C(=O)N(C)c2ccccc21,C=CC[C@@]1(CO)C(=O)N(C)c2ccccc21,TR,L,@,S
755,C=CC[C@@]1(CO)C(=O)N(C)c2ccccc21,C=CC[C@]1(CO)C(=O)N(C)c2ccccc21,TR,F,@@,R
756,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C(C)C)c2ccccc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C(C)C)c2ccccc21,TR,F,@,S
757,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C(C)C)c2ccccc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C(C)C)c2ccccc21,TR,L,@@,R
758,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cc(C)cc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cc(C)cc21,TR,F,@,S
759,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cc(C)cc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cc(C)cc21,TR,L,@@,R
760,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cc(Cl)cc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cc(Cl)cc21,TR,F,@,S
761,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cc(Cl)cc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cc(Cl)cc21,TR,L,@@,R
762,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cccc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cccc21,TR,F,@,S
763,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cccc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2c(C)cccc21,TR,L,@@,R
764,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cc(Cl)ccc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cc(Cl)ccc21,TR,F,@,S
765,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cc(Cl)ccc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cc(Cl)ccc21,TR,L,@@,R
766,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cc(F)ccc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cc(F)ccc21,TR,F,@,S
767,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cc(F)ccc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cc(F)ccc21,TR,L,@@,R
768,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(Br)cc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(Br)cc21,TR,F,@,S
769,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(Br)cc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(Br)cc21,TR,L,@@,R
770,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(C)c(Br)c21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(C)c(Br)c21,TR,F,@,S
771,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(C)c(Br)c21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(C)c(Br)c21,TR,L,@@,R
772,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(C)cc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(C)cc21,TR,F,@,S
773,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(C)cc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(C)cc21,TR,L,@@,R
774,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(F)cc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(F)cc21,TR,F,@,S
775,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(F)cc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(F)cc21,TR,L,@@,R
776,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(I)cc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(I)cc21,TR,F,@,S
777,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(I)cc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(I)cc21,TR,L,@@,R
778,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(OC)cc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(OC)cc21,TR,F,@,S
779,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(OC)cc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(OC)cc21,TR,L,@@,R
780,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cccc(Cl)c21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cccc(Cl)c21,TR,F,@,S
781,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cccc(Cl)c21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2cccc(Cl)c21,TR,L,@@,R
782,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccccc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccccc21,TR,F,@,S
783,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccccc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(C)c2ccccc21,TR,L,@@,R
784,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(Cc2ccccc2)c2ccccc21,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(Cc2ccccc2)c2ccccc21,TR,F,@,S
785,C=CC[C@@]1(COC(=O)OC(C)(C)C)C(=O)N(Cc2ccccc2)c2ccccc21,C=CC[C@]1(COC(=O)OC(C)(C)C)C(=O)N(Cc2ccccc2)c2ccccc21,TR,L,@@,R
786,C=CCc1ccc([C@]2(C)CC3(CCCCC3)CN2C(=S)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,C=CCc1ccc([C@@]2(C)CC3(CCCCC3)CN2C(=S)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,TR,L,@,S
787,C=CCc1ccc([C@@]2(C)CC3(CCCCC3)CN2C(=S)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,C=CCc1ccc([C@]2(C)CC3(CCCCC3)CN2C(=S)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,TR,F,@@,R
788,C=CCCN(C[C@H](CC(=O)c1ccccc1)C(=C)C)S(=O)(=O)c1ccc(C)cc1,C=CCCN(C[C@@H](CC(=O)c1ccccc1)C(=C)C)S(=O)(=O)c1ccc(C)cc1,TR,L,@,R
789,C=CCCN(C[C@@H](CC(=O)c1ccccc1)C(=C)C)S(=O)(=O)c1ccc(C)cc1,C=CCCN(C[C@H](CC(=O)c1ccccc1)C(=C)C)S(=O)(=O)c1ccc(C)cc1,TR,F,@@,S
790,C=CCN1C(=O)[C@@H](c2ccccc2)Nc2ccccc21,C=CCN1C(=O)[C@H](c2ccccc2)Nc2ccccc21,TR,L,@@,R
791,C=CCN1C(=O)[C@H](c2ccccc2)Nc2ccccc21,C=CCN1C(=O)[C@@H](c2ccccc2)Nc2ccccc21,TR,F,@,S
792,C=CCN1C(=O)[C@](O)(C#Cc2ccccc2)c2ccccc21,C=CCN1C(=O)[C@@](O)(C#Cc2ccccc2)c2ccccc21,TR,L,@,S
793,C=CCN1C(=O)[C@@](O)(C#Cc2ccccc2)c2ccccc21,C=CCN1C(=O)[C@](O)(C#Cc2ccccc2)c2ccccc21,TR,F,@@,R
794,C=CCOc1ccc([C@@H](C(=C)C(C)=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1OCC,C=CCOc1ccc([C@H](C(=C)C(C)=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1OCC,TR,L,@@,S
795,C=CCOc1ccc([C@H](C(=C)C(C)=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1OCC,C=CCOc1ccc([C@@H](C(=C)C(C)=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1OCC,TR,F,@,R
796,C1=Nc2ccccc2[C@@]12C(c1ccccc1)=C(c1ccccc1)c1ccccc12,C1=Nc2ccccc2[C@]12C(c1ccccc1)=C(c1ccccc1)c1ccccc12,TR,L,@@,R
797,C1=Nc2ccccc2[C@]12C(c1ccccc1)=C(c1ccccc1)c1ccccc12,C1=Nc2ccccc2[C@@]12C(c1ccccc1)=C(c1ccccc1)c1ccccc12,TR,F,@,S
798,c1ccc(-c2c(-c3ccccc3)n([C@@H](c3ccccc3)c3ccc(NCC45CC6CC(CC(C6)C4)C5)cc3)c3ccccc23)cc1,c1ccc(-c2c(-c3ccccc3)n([C@H](c3ccccc3)c3ccc(NCC45CC6CC(CC(C6)C4)C5)cc3)c3ccccc23)cc1,TR,F,@@,S
799,c1ccc(-c2c(-c3ccccc3)n([C@H](c3ccccc3)c3ccc(NCC45CC6CC(CC(C6)C4)C5)cc3)c3ccccc23)cc1,c1ccc(-c2c(-c3ccccc3)n([C@@H](c3ccccc3)c3ccc(NCC45CC6CC(CC(C6)C4)C5)cc3)c3ccccc23)cc1,TR,L,@,R
800,c1ccc([C@H]2CCc3ccccc3N2)cc1,c1ccc([C@@H]2CCc3ccccc3N2)cc1,TR,L,@,R
801,c1ccc([C@@H]2CCc3ccccc3N2)cc1,c1ccc([C@H]2CCc3ccccc3N2)cc1,TR,F,@@,S
802,c1ccc([C@@H]2Nc3ccccc3Oc3ccccc32)cc1,c1ccc([C@H]2Nc3ccccc3Oc3ccccc32)cc1,TR,F,@@,S
803,c1ccc([C@H]2Nc3ccccc3Oc3ccccc32)cc1,c1ccc([C@@H]2Nc3ccccc3Oc3ccccc32)cc1,TR,L,@,R
804,c1ccc([C@H]2NCCc3ccccc32)cc1,c1ccc([C@@H]2NCCc3ccccc32)cc1,TR,L,@,R
805,c1ccc([C@@H]2NCCc3ccccc32)cc1,c1ccc([C@H]2NCCc3ccccc32)cc1,TR,F,@@,S
806,c1ccc(C[C@H]2Cc3ccccc3N2)cc1,c1ccc(C[C@@H]2Cc3ccccc3N2)cc1,TR,L,@,S
807,c1ccc(C[C@@H]2Cc3ccccc3N2)cc1,c1ccc(C[C@H]2Cc3ccccc3N2)cc1,TR,F,@@,R
808,c1ccc(C[C@@H]2CNc3ccccc32)cc1,c1ccc(C[C@H]2CNc3ccccc32)cc1,TR,L,@@,S
809,c1ccc(C[C@H]2CNc3ccccc32)cc1,c1ccc(C[C@@H]2CNc3ccccc32)cc1,TR,F,@,R
810,c1ccc(C[C@@H]2Nc3ccccc3Oc3ccccc32)cc1,c1ccc(C[C@H]2Nc3ccccc3Oc3ccccc32)cc1,TR,F,@@,S
811,c1ccc(C[C@H]2Nc3ccccc3Oc3ccccc32)cc1,c1ccc(C[C@@H]2Nc3ccccc3Oc3ccccc32)cc1,TR,L,@,R
812,c1ccc(C[C@@H]2NCCc3ccccc32)cc1,c1ccc(C[C@H]2NCCc3ccccc32)cc1,TR,F,@@,S
813,c1ccc(C[C@H]2NCCc3ccccc32)cc1,c1ccc(C[C@@H]2NCCc3ccccc32)cc1,TR,L,@,R
814,c1ccc(CN2CCc3ccccc3[C@H]2c2ccccc2)cc1,c1ccc(CN2CCc3ccccc3[C@@H]2c2ccccc2)cc1,TR,L,@,R
815,c1ccc(CN2CCc3ccccc3[C@@H]2c2ccccc2)cc1,c1ccc(CN2CCc3ccccc3[C@H]2c2ccccc2)cc1,TR,F,@@,S
816,c1ccc(CN2CCn3cccc3[C@H]2c2ccccc2)cc1,c1ccc(CN2CCn3cccc3[C@@H]2c2ccccc2)cc1,TR,L,@,R
817,c1ccc(CN2CCn3cccc3[C@@H]2c2ccccc2)cc1,c1ccc(CN2CCn3cccc3[C@H]2c2ccccc2)cc1,TR,F,@@,S
818,c1ccc2c(c1)CC[C@H](c1ccc(C3CCCCC3)cc1)N2,c1ccc2c(c1)CC[C@@H](c1ccc(C3CCCCC3)cc1)N2,TR,L,@,R
819,c1ccc2c(c1)CC[C@@H](c1ccc(C3CCCCC3)cc1)N2,c1ccc2c(c1)CC[C@H](c1ccc(C3CCCCC3)cc1)N2,TR,F,@@,S
820,c1ccc2c(c1)CCN[C@@H]2c1ccc2ccccc2c1,c1ccc2c(c1)CCN[C@H]2c1ccc2ccccc2c1,TR,L,@@,R
821,c1ccc2c(c1)CCN[C@H]2c1ccc2ccccc2c1,c1ccc2c(c1)CCN[C@@H]2c1ccc2ccccc2c1,TR,F,@,S
822,c1ccc2c(c1)CCN[C@@H]2C1CCCCC1,c1ccc2c(c1)CCN[C@H]2C1CCCCC1,TR,L,@@,R
823,c1ccc2c(c1)CCN[C@H]2C1CCCCC1,c1ccc2c(c1)CCN[C@@H]2C1CCCCC1,TR,F,@,S
824,c1coc([C@H]2CCc3ccccc3N2)c1,c1coc([C@@H]2CCc3ccccc3N2)c1,TR,L,@,R
825,c1coc([C@@H]2CCc3ccccc3N2)c1,c1coc([C@H]2CCc3ccccc3N2)c1,TR,F,@@,S
826,C/C(=C\C(=O)[C@@H](c1ccccc1)C(C(=O)c1ccccc1)C(=O)c1ccccc1)CCc1ccccc1,C/C(=C\C(=O)[C@H](c1ccccc1)C(C(=O)c1ccccc1)C(=O)c1ccccc1)CCc1ccccc1,TR,F,@@,R
827,C/C(=C\C(=O)[C@H](c1ccccc1)C(C(=O)c1ccccc1)C(=O)c1ccccc1)CCc1ccccc1,C/C(=C\C(=O)[C@@H](c1ccccc1)C(C(=O)c1ccccc1)C(=O)c1ccccc1)CCc1ccccc1,TR,L,@,S
828,C/C(=C\[C@@H]1C(=O)N(C(C)(C)C)C(=O)N1C(C)(C)C)c1ccccc1,C/C(=C\[C@H]1C(=O)N(C(C)(C)C)C(=O)N1C(C)(C)C)c1ccccc1,TR,F,@@,R
829,C/C(=C\[C@H]1C(=O)N(C(C)(C)C)C(=O)N1C(C)(C)C)c1ccccc1,C/C(=C\[C@@H]1C(=O)N(C(C)(C)C)C(=O)N1C(C)(C)C)c1ccccc1,TR,L,@,S
830,CC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccccc1,CC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccccc1,TR,L,@,R
831,CC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccccc1,CC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccccc1,TR,F,@@,S
832,CC(=O)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F,CC(=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,TR,L,@@,S
833,CC(=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,CC(=O)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F,TR,F,@,R
834,CC(=O)[C@]1(c2ccc(F)cc2F)CO1,CC(=O)[C@@]1(c2ccc(F)cc2F)CO1,TR,F,@,S
835,CC(=O)[C@@]1(c2ccc(F)cc2F)CO1,CC(=O)[C@]1(c2ccc(F)cc2F)CO1,TR,L,@@,R
836,CC(=O)[C@]1(c2ccc3ccccc3c2)CO1,CC(=O)[C@@]1(c2ccc3ccccc3c2)CO1,TR,F,@,S
